aba	kapa
Suco de caju não é saboroso.	Sumu di kadju ka sabi.
No lado do sudeste que ele está.	Na ladu di sudesti ki sta.
A comida é suficiente para todo mundo.	Bianda sufisienti pa tudu djintis.
Suga a água na mangueira.	Tchupa yagu na mangera.
Na reunião, vou sugerir algumas mudanças.	Na runion, na propui algun mudansa.
Tenho uma sugestão.	N' tene un sujeston.
Estás sujando a casa.	Bu na susa kau.
Estás te sujando com lama.	Bu na ñereti ku lama.
A sujeira está na minha porta.	Susidadi sta na ña porta.
O porco é muito sujo.	Purku susu mal.
Eu sou do sul.	Ami i di sul.
O arado faz sulco na terra.	Aradu fasi regu na tchon.
Os sulistas vieram.	Moraduris di sul bin.
A minha camisa está molhada de suor.	Ña kamisa modjadu di suur.
A superação dos problemas ocorrerá em breve.	Pasanta prublema ka na tarda.
Superei a minha fraqueza.	N' ultrapasa ña frakesa.
Essa superfície é pequena.	Es superfisi pikininu.
Ela está em posição superior.	I sta na puzison superior.
Ele acreditava em uma superioridade racial que não existia.	I fia di kuma i ten vantajen ki mas utru kusa ki ka ten.
O juiz não deu ouvido à súplica do condenado.	Djuis ka obi ke ki bandidu na fala.
Suplica para ser perdoado.	Roga pa sedu purdadu.
Não posso suportar essa dor.	N' ka pudi saporta es dur.
Esse suporte de televisão quebrou.	Es suporti di televizon kebra.
O surdo não ouve.	Surdu ka ta obi.
Vou surpreender essa criança.	Na surprindi es mininu.
Ele foi surpreendido.	I sedu surprendidu.
Suspendi a construção da casa.	N' nturumpi konstruson di kasa.
A aula foi suspensa mais uma vez.	Aula nturumpidu mas un bias.
Ouvi um sussurro na sala.	N' obi bokasiñu na sala.
Susto não é bom para uma grávida.	Pantadura ka bon pa preñada.
Sutiã de mulheres tem seu trabalho.	Kurpiñu di mindjeris tene si tarbadju.
O tabaco mata quem o usa.	Tabaku ta mata kin ku usal.
Homossexualidade ainda é um tabu na nossa sociedade.	Matchu mindjer i un istoria malgosadu na no metadi.
A tabuada ensina matemática.	Taguada ta sina matematika.
Tabuleiro de dama.	Tabuleru di dama.
Taioba se come.	Manfafa ta kumedu.
Usa o talher correto para pegar a comida no prato e comê-la.	Pui garfu diritu pa bu pudi paña bianda na pratu bu kume.
Talvez amanhã eles cheguem.	Talves amaña i tchiga.
O tamanduá se alimenta de formigas.	Tamandua ta kume firminga.
Esse espaço tem um tamanho grande.	Es spasu tene tamañu garandi.
A tâmara mela a mão.	Tambra ta mela mon.
A tamareira é baixa.	Pe di tambra i kurtu.
O tamarindo é forte.	Tambarina ta forti.
Ele também foi comigo.	I bai tambi ku mi.
Toquei tambor na festa.	N' toka tambur na festa.
A tampa é para cobrir.	Tampu i pa kubri.
A tanga é muito pouco usada hoje.	Tanga ka muitu ta bistidu gosi.
O tanino que amarra a boca, quando se bebe vinho tinto.	Taninu ki ta tapa no boka, ora ki no bibi biñu tintu.
Tanto a criança como o adulto choram.	Tantu mininu suma garandi ta tchora.
Levei um tapa no rosto porque gritei com minha mulher.	N' toma bofotada pabia n' grita ku ña mindjer.
Estou tapando uma cova.	Na tapa un koba.
Minha sala tem um tapete.	Ña sala tene tapeti.
A tarântula constrói seu próprio caminho.	Araña ta kumpu si propi kamiñu.
Cheguei à aula tarde.	Ora di aula i tardi aos.
A tartaruga sabe nadar.	Tataruga sibi nada.
A minha tataravó ainda está viva.	Ña dona femia di ña dona sta inda di bida.
O meu tataravô faleceu há alguns anos.	Ña dona matchu di ña dona muri alguns anus.
O cego tateia com a bengala pelo quarto.	Segu ta palpa-palpa ku bingala na kuartu.
Tenho uma tatuagem na cabeça.	N' tene un tatuajen na kabesa.
Minha namorada tatuou a perna.	Ña badjuda fasi tatuajen na pe.
Vou-me embora, tchau.	Na bai, tchau.
Não posso te esperar hoje.	N' ka pudi perau aos.
Minha bisavó fez um tapete na máquina de tear.	Ña bis dona fasi un tapeti na makina di tisi.
Comprei uma empresa de tecelagem de panos.	N' kumpra un kau di tisi panus.
Há bons tecelões na minha aldeia.	I ten bon tisiduris di panu na ña tabanka.
Ela começou a tecer o cesto para dar para minha avó.	I kumsa tisi panu pa da ña dona.
Esse tecido é bonito.	Es tisidu i bonitu.
Vi uma teia de aranha na parede.	N' odja un kasa di araña na paredi.
Esse menino é teimoso.	Es mininu ntemus.
Essa tela de celular é pequena.	Es ekran di movel i pikininu.
Vou telefonar hoje para minha mãe.	Na telefona ña mame aos.
Meu telefone é preto.	Ña telefoni i pretu.
Recebi um telefonema estranho hoje pela manhã.	N' risibi telefonema strañu aos parmaña.
A telha acabou no mercado.	Tidja kaba na kau di bindi.
O telhado da minha casa é marrom.	Tidjadu di ña kasa i kastañu.
Não temo nada no mundo.	N' ka medi nada na mundu.
Tenho temor de meu pai.	N' tene medu di ña pape.
Vou temperar a comida.	Na pui sal na kumida.
Essa temperatura está alta.	Es tempratura sta riba.
O navio partiu no meio da tempestade.	Barku bai otcha turbada.
O tempo está ruim.	Tempu sta mal.
Passei uma temporada na escola.	N' pasa un tempu na skola.
Armei uma tenda na minha casa.	N' yarma un tenda na ña kasa.
Um tendão da minha perna está inflamado.	Un nervu di ña pe intcha.
Essa tensão é por causa da prova.	Es tenson i pabia di proba.
O atleta ficou tenso com a disputa.	Atleta fika nervus ku disputa.
A tentação é dura.	Tentason i duru.
Vou tentar estudar com esse menino.	Na tenta studa ku es mininu.
Tenho dois carros.	N' tene dus karus.
Hoje é terça-feira.	Aos i tersa-fera.
Eu sou o terceiro lugar.	Ami i terseru lugar.
O trabalho está terminado desde ontem.	Tarbadju kabadu desdi aonti.
Terminei o meu trabalho.	N' kaba ña tarbadju.
Preciso de um terno para poder ir ao casamento.	N' misti un fatu pa n' pudi bai kasamenti.
Essa terra é grande.	Es tera i garandi.
O terraço da minha casa é pequeno.	Baranda di ña kasa i pikininu.
Minha casa tem um terreiro.	Ña kasa tene kintal.
Esse terreno é teu.	Es terenu i di bo.
O menino não sente tesão.	Mininu ka ta lanta.
A tesoura corta o papel.	Tisora ta korta papel.
Tens a testa grande.	Bu tene testa garandi.
Vou testar meu amigo.	Na sprimenta ña amigu.
Os cientistas vão testar a vacina nos animais hoje à tarde.	Duturis na testa vasina na limarias aos di tardi.
Esse teste é cansativo.	Es testi kansadu.
A testemunha errou no julgamento.	Tustumuña ta yara na djulgamentu.
Vou testemunhar contra ti.	Na tustumuña kontra bo.
Dei o testemunho do crime.	N' da tustumuñu di krimi.
O testículo do cavalo é grande.	Garan di matchundadi di kabalu i garandi.
Peguei a teta da vaca para ver se saía leite.	N' pega mama di baka pa djubi si liti na sai.
O teto caiu na minha cabeça.	Ntudju kai na ña kabesa.
O meu lápis parece com o teu.	Ña lapis parsi ku di bo.
Essa casa é para ti.	Es kasa pa bo.
Minha tia é uma boa pessoa.	Ña tia i bon pekadur.
A tíbia é um osso.	Tibia i un os.
É na tigela que eles comem.	Na tijela ke ta kume.
O tijolo do muro é leve.	Tidjolu di mura ta lebi.
Algo que sempre me prejudicou nos relacionamentos foi a minha timidez.	Kusa ki sempri ta kansan na ña kirimentus i ña burguñu.
Ele é tímido.	El i burguñantadu.
Minha mãe sabe tingir panos.	Ña mame sibi tindji panus.
A tinta serve para pintar a casa.	Tinta sirbi pa pinta kasa.
Sei misturar a tintura.	N' sibi djakasi tinta pa tindji.
Meu tio, irmão da minha mãe, é alto.	Ña tiu, ermon di ña mame, kumpridu.
Vou tirar tudo que tenho.	Na tira tudu ku n' tene.
Ouvi um tiro ontem à noite.	N' obi un tiru aonti di noti.
O título do meu livro apagou.	Titulu di ña livru paga.
Minha toalha de banho é amarela.	Ña tuadja di laba kurpu i amarelu.
A toca do animal é limpa.	Koba di limaria limpu.
Não sei tocar bateria.	N' ka sibi toka bumbulun.
Os jovens usam uma tocha em seus desfiles.	Jovens ta usa patchu di fugu na si disfilis.
Tocos de árvores sujam o caminho.	Mungut di arvuris susa kamiñu.
Passei por todo mundo.	N' pasa na tudu mundu.
O governo tem tolerância com uma ideia diferente.	Guvernu tene toleransia ku ideia diferenti.
Alguém que sabe tolerar é sábio.	Algin ku sibi tulera i djiru.
Na tomada, alguém leva choque.	Na tomada, algin ta paña xoki.
Tomei minha decisão.	Na toma ña disizon.
O tomate é grande e vermelho.	Kamati garandi i burmedju.
Sei tombar a árvore.	N' sibi bati arvuri.
Fiquei tonto naquela madrugada.	N' fika tchan-tchañi na kil mandurgada.
Ultimamente, venho sentindo tonturas a todo momento.	Ultimus tempus, n' sta na sinti tuntura tudu tempu.
Os meninos gostam de topete.	Mininus ta gosta di moda di yalsa kabelu dianti riba.
Estou no topo essa semana.	N' sta riba es simana.
Ouvi o toque do tambor.	N' obi toku di tambur.
Essa toranja é azeda.	Es turandja i azedu.
A torção do joelho me está doendo.	Dismintidura na djudju den.
Vou torcer o arame.	Na tursi arami.
Acordei hoje com um torcicolo no pescoço, e dói muito.	N' korda aos ku dur na garganti, i na den mal.
Eu estava na torcida para o time de Bissau.	Ami i membru di klakerus di ekipa di Bisau.
Não era para você ter torcido o braço dela.	I ka pa bu tursil ba si mon.
O estudo o tornou um homem influente.	Skola tornal un omi djiru.
A torneira estragou ontem.	Turnera dana aonti.
Depois do acidente de bicicleta, ele usou tornozeleira.	Dispus di asidenti di bisikleta, i uza ligadura pa dur di udju di pe.
Ele tem um problema no tornozelo esquerdo.	I tene un prublema na udju di pe skerdu.
Aquele café torrado foi jogado fora.	Ki kafe ulu-ulidu i botadu fora.
O menino jogou um torrão no pé do amigo.	Mininu lansa padas di tchon risu na pe di amigu.
Ele vai torrar o café.	I na tora kafe.
Tua casa é torta.	Bu kasa tortu.
Preciso tosquiar minha ovelha.	N' dibi di tiskia kabelus di ña karnel.
Minha prima está com tosse, por isso foi ao médico.	Ña prima sta ku tusi, i bai nunde dutur.
Estou a tossir desde ontem.	N' sta tursi desdi aonti.
Deu um total de cem blusas.	I da un total di sen blusa.
Esse touro é gordo.	Es turu i gurdu.
Cuidado com esse produto, ele é tóxico.	Kuidadu ku es produtu, i benenus.
O trabalhador está descansando.	Tarbadjadur sta na diskansa.
Gosto de trabalhar.	N' gosta di tarbadja.
O trabalho é bom para o homem.	Tarbadju bon pa omi.
O traço é utilizado em textos.	Trasu ta utilizadu na testus.
A tradição é antiga.	Tradison i antigu.
Meu irmão é tradicional.	Ña ermon i tradisional.
Tu és traidor de nossa revolução.	Abo i traidur di no rivuluson.
Ele traiu seu amigo.	El i trai si amigu.
Vou tramar contra todos.	Na djanfa kontra tudu.
A corda do barco era uma trança bonita.	Korda di barku i transa bonitu.
Teu cabelo está bem trançado.	Bu kabelu tisidu ben.
Ele trancou a porta.	I ntranka porta.
Vamos trançar teu cabelo.	No na tisi bu kabelu.
Senti tranquilidade depois que terminei a tarefa.	N' sinti kalma dipus ki n' kaba kil tarbadju.
Sinto-me tranquilo.	Na sinti trankilu.
Ela vai transar com seu marido.	I na bai moka ku si omi.
O transbordamento do rio preocupou os moradores.	Manera di intchi di riu tok i na darma priokupa moraduris.
O mar enche até transbordar.	Mar intchi tok i na darma.
Houve uma transformação na cidade.	I ten un mudansa na sidadi.
Ele transformou seu armário.	El muda si armariu.
A transpiração controla a temperatura do corpo.	Kalur kontrola tempratura di korpu.
O atleta começou a transpirar demais.	Atleta kumsa kalura dimas.
O médico transplantou o coração do rapaz.	Mediku tira korson dentro di rapas pa pui utru.
Vou transportar os amigos no carro do meu pai.	Na leba amigus na karu di ña pape.
A criança fez uma trapaça com seu amigo.	Mininu fasi tarpasa ku si amigu.
Se trapacear no jogo, terá que devolver todo o dinheiro.	Si bu tarpasa na djugu, bu na tene ki torna diñeru tudu.
Tu és um trapaceiro.	Abo i un tarpaseru.
Aquela roupa era um trapo.	Ki ropa eraba ratadju.
Ele ficou atrás da árvore.	El i fika tras di arvuri.
Ele está na traseira da casa.	El i sta tras di kasa.
O traseiro de minha namorada é grande.	Trasera di ña badjuda garandi.
O trator é para o trabalho.	Trator i pa tarbadju.
Meu pai travou seu carro.	Ña pape trava si karu.
A trave é muito alta.	Viga sta altu tchiu.
Meu travesseiro é grande.	Ña turbuseru garandi.
Ele vai trazer seu pai.	I na tisi si pape.
Meu trecho de terra é pequeno.	Ña spasu di tera i pikininu.
Estou em um treinamento para a competição.	N' sta na un trenamentu pa kompetison.
Estou treinando em um time.	Na trena na un ekipa.
Estou tremendo de fome.	N' na tirmi di fomi.
A tremida do corpo é forte no frio.	Tirmidura di kurpu forti na friu.
Senti uma tremura na mão.	N' sinti tirmidura na mon.
Três crianças foram salvas.	Tris mininus salvadu.
Não gosto das trevas.	N' ka gosta di sukurensa.
Meu filho tem treze anos.	Ña fidju tene trezi anus.
Meu carro já fez trezentos anos.	Ña karu fasi dja trizentus anus.
Minha tribo é Pepel.	Ña tribu i Pepel.
Fui julgado no tribunal de Bissau.	N' djulgadu na tribunal di Bisau.
Fiquei em trigésimo na competição.	N' fika na trinta bias.
Esse ano, o trigo não produziu muito.	Es anu, trigu ka padi tchiu.
Andamos por uma trilha no mato.	No yanda na un kamiñu pa ka pirdi na matu.
Tenho trinta animais em casa.	N' tene trinta limaria na kasa.
Tripa de boi não presta.	Tripa di baka ka bali.
Estou triste contigo.	N' sta tristi ku bo.
A tristeza é de toda a família.	Tristesa i di tudu familia.
A troca de comida é importante entre as pessoas.	Troka di bianda i importanti entri pekaduris.
Preciso de trocar as moedas.	N' prisisa di torkia muedas.
A trombeta tocou na festa.	Trumbeta toka na festa.
O tronco da árvore caiu.	Tronku di arvuri kai.
Ele vai tropeçar na pedra.	I na bai da tapada na pedra.
Dei um tropeço na pedra.	N' da un tapada na pedra.
Ouvi um trovão hoje.	N' obi un turbada aos.
Tu não vieste ontem.	Bu ka bin aonti.
Vi um tubarão no mar.	N' odja un tubaron na mar.
Plantei um tubérculo.	N' sumia rais ku ta kumedu.
O tubo de gás explodiu.	Tubu di gas rebenta.
Tudo é lindo aqui.	Tudu i bonitu li.
A tumba de tua mãe precisa de flores.	Tumba di bu mame prisisa fluris.
Vou ao túmulo dele hoje.	Na bai pa si tumba aos.
Há um tumulto na cidade.	I ten un tumultu na sidadi.
Os alunos tumultuaram a reunião.	Alunus fasi kunfuson na runion.
Ele tem um turbante na cabeça.	I tene un kala na kabesa.
O úbere da vaca é grande.	Pitu di baka i garandi.
O lobo veio uivar perto do funeral.	Lubu bin i pupa pertu di nteru.
Tenho úlcera no estômago.	N' tene ulsera na stangu.
Ele vai ser o último a chegar.	I na sedu ultimu ku na tchiga.
A ultrapassagem nessa curva é perigosa.	Kambansa na es kurva i pirigozu.
Vamos ultrapassar essa moto.	No na ultrapasa es mota.
Ele é o número um.	El i numeru un.
Um bilhão de pessoas tem fome.	Un bilion di djintis tene fomi.
Um milhão de pássaros invadiu a cidade.	Un milion di pasarus invadi sidadi.
O país está devendo um trilhão de francos CFA.	Pais na dibi un trilion di CFA.
Eles me falaram de ti uma vez.	E falan di bo un bias.
Meu umbigo é fundo.	Ña biku di bariga i fundu.
É preciso umedecer o pano antes de usá-lo.	I dibi di modja panu antis di usal.
A umidade do ar me fez adoecer.	Umidadi di ar fasin duensi.
O clima está úmido.	Tempu sta umidu.
A unha dela é vermelha.	Si n'uña i burmedju.
A menina deu uma unhada no namorado.	Badjuda finka uña si rapas.
O gato gosta de unhar as coisas.	Gatu gosta di ñafini kusas.
A união faz a força.	Union ta fasi forsa.
Tu és o único amigo que tenho.	Abo i un son amigu ku n' tene.
Vamos nos unir.	No uni.
Ele foi fazer exame de urina.	I bai fasi izami di orina.
Ele foi urinar no quintal.	I bai xixi na kintal.
O urubu estava voando no céu.	Djugudi staba na bua na seu.
Este carro é usado.	Es karu i uzadu.
Vou usar essa camisa.	Na uza es kamisa.
A usina de ferro vai fechar no ano que vem.	Fabrika di feru na fitcha anu ku na bin.
Preciso dos meus utensílios de trabalho.	N' prisisa di ña material di tarbadju.
A criança fica no útero de sua mãe.	Mininu fika madri di si mame.
Isso é útil para mim.	Es util pa mi.
A uva está pronta para comer.	Uva sta prontu pa kume.
A vaca sumiu.	Baka-femia pirdi.
Ele vadia todo dia.	El badia tudu dia.
Chamaram-me de vadio.	E tchaman di badiadur.
O vagabundo foi expulso.	Amonton serkadu.
A mulher precisa cuidar da vagina.	Mindjer pirsisa di kuida di mindjerndadi.
Esse comentário é vago.	Es kumentariu ku ka tene sintidu.
O banco do ônibus está vago.	Banku di otokaru sta sin nada.
Ele estava vagueando por aqui.	I staba na n'ai-n'ai li.
Cavei uma vala no chão.	N' koba un baleta na tchon.
Ele é valente.	El i balenti.
Vale a pena ter a tua amizade.	I bali pena tene bu amisadi.
Não venhas vangloriar tua família aqui.	Ka bu bin karmusa bu familia li.
O vapor de água está saindo da panela.	Fumu di yagu sta na sai na kasarola.
A vara serviu para colocar a bolsa.	Bara sirbi pa pui bolsa.
Coloquei a minha roupa no varal.	N' pui ña ropa na bara di seka.
Nossa varanda é grande.	No baranda i garandi.
Foi feita uma varredura na rua.	I fasidu un baridura na rua.
Vou varrer a casa.	Na bari kasa.
Comprei um vaso para pôr minha roupa.	N' kumpra un basia pa pui ña ropa.
Fui ao mercado para comprar uma vassoura.	N' bai merkadu pa kumpra un basora.
Olhei a vastidão.	N' odja un kau garandi tok i pirdi.
